Customer_ID,Product_ID,0
100001,101010201,0.0
100001,101010401,0.0
100001,101010408,0.0
100001,101010702,0.0
100001,101010708,0.0
100001,101010805,0.0
100001,101011005,0.0
100001,101020107,0.0
100001,101020203,0.0
100001,101020210,0.0
100001,101020309,0.0
100001,101020310,0.0
100001,101020503,0.0
100001,101020510,0.0
100001,101020705,0.0
100001,101020706,0.0
100001,101020905,0.0
100001,101030101,0.0
100001,101030206,0.0
100001,101030301,0.0
100001,101030302,0.0
100001,101030409,1.0
100001,101030410,0.0
100001,101030501,0.0
100001,101030507,0.0
100001,101030508,0.0
100001,101030603,0.0
100001,101030605,0.0
100001,101030705,0.0
100001,101030708,0.0
100001,101030804,0.0
100001,101030806,0.0
100001,101030809,0.0
100001,101040302,0.0
100001,101040309,0.0
100001,101040401,0.0
100001,101040410,0.0
100001,101040604,0.0
100001,101040904,0.0
100001,101040905,0.0
100001,101050105,0.0
100001,101050202,0.0
100001,101050309,0.0
100001,101050410,1.0
100001,101050501,0.0
100001,101050507,0.0
100001,101050702,1.0
100001,101050703,1.0
100001,101050801,0.0
100001,101050803,0.0
100001,101050805,0.0
100001,101050806,0.0
100001,101050807,0.0
100001,101051001,0.0
100001,101060109,0.0
100001,101060304,0.0
100001,101060309,0.0
100001,101060403,0.0
100001,101060405,0.0
100001,101060407,0.0
100001,101060505,0.0
100001,101060608,0.0
100001,101060710,0.0
100001,101060806,0.0
100001,101060905,0.0
100001,101061005,0.0
100001,102010109,0.0
100001,102010503,0.0
100001,102010504,0.0
100001,102010609,0.0
100001,102010801,0.0
100001,102010903,0.0
100001,102020201,0.0
100001,102020204,0.0
100001,102020206,0.0
100001,102020407,0.0
100001,102020705,0.0
100001,102030109,0.0
100001,102030203,0.0
100001,102030209,0.0
100001,102030305,0.0
100001,102030307,0.0
100001,102030401,0.0
100001,102030402,1.0
100001,102030403,0.0
100001,102030601,0.0
100001,102030603,1.0
100001,102030609,0.0
100001,102030705,0.0
100001,102031006,0.0
100001,102040108,0.0
100001,102040505,0.0
100001,102040704,0.0
100001,102040705,0.0
100001,102040804,0.0
100001,102040905,0.0
100001,102050101,0.0
100001,102050401,0.0
100001,102050601,0.0
100001,102050603,1.0
100001,102050609,0.0
100001,102050701,1.0
100001,102050801,0.0
100001,102050907,0.0
100001,102050910,0.0
100001,102060108,0.0
100001,102060306,0.0
100001,102060501,0.0
100001,102060508,0.0
100001,102060509,0.0
100001,102060606,0.0
100001,102060703,1.0
100001,102060805,0.0
100001,102060910,0.0
100001,102061002,0.0
100001,102061008,0.0
100001,102061009,0.0
100001,103010101,0.0
100001,103010103,1.0
100001,103010205,0.0
100001,103010301,0.0
